ELR_enc,HLC_enc,Asset_Class_Grouping_enc,Grouping_Full_Name_enc,Engineering_Suffix_enc,System_Asset_Type_enc,EQUIP_CLASS_DESC_enc,weather_station_enc,Sum,Asset_Number,temp_min,temp_max,humidity_min,humidity_max,pressure_min,pressure_max,wind_speed_min,wind_speed_max
-1.510926555980453,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,-0.6340791392451385,-0.43156244688713075,-0.6644790626643667,-0.5734022084476174,0.4321987667004934,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
-1.510926555980453,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,-0.6340791392451385,-0.43156244688713075,-0.6644775730878244,-0.5734022084476174,0.4321987667004934,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
-1.3889311116734933,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.664410045617905,-0.6169020912489793,0.4566470061319541,-0.10393870173815895,0.09282342017112861,-0.11216677247059569,0.5499708614295069,-0.09927618738238661,0.511668629198578
-1.3889311116734933,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644097973551479,-0.6169020912489793,0.5433271277525737,-1.0094287817554837,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644095490923909,-0.6169020912489793,0.4566470061319541,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644093008296338,-0.6169020912489793,0.4566470061319541,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644088043041196,-0.6169020912489793,0.04324950301821239,0.077159314265306,0.09282342017112861,-0.11216677247059569,0.5499708614295069,-0.09927618738238661,0.511668629198578
-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644065699393061,-0.6169020912489793,0.4566470061319541,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
-1.0229447787526138,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,0.078028854650238,-0.43156244688713075,-0.6640438580512463,-0.4072870309999449,0.4299761994794538,-0.1944877097398914,0.09282342017112861,0.039540804683877565,0.7113734870129366,-0.09927618738238661,-0.41061039562723806
-1.0229447787526138,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,0.078028854650238,-0.43156244688713075,-0.6640436097884893,-0.4072870309999449,0.4299761994794538,-0.1944877097398914,0.09282342017112861,-0.11216677247059569,0.7113734870129366,-0.09927618738238661,-0.41061039562723806
-1.0229447787526138,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,0.078028854650238,-0.43156244688713075,-0.6640433615257322,-0.4072870309999449,0.4299761994794538,-0.1944877097398914,0.09282342017112861,-0.11216677247059569,0.7113734870129366,-0.09927618738238661,-0.41061039562723806
-1.0229447787526138,1.2283632727280778,1.3708360551470626,1.2939539491687986,-0.2855697524931614,-0.15060332071338806,1.1241306635726418,0.078028854650238,-0.43156244688713075,-0.6640431132629752,0.2503768221030395,-1.0813695108288406,0.34880633827050345,0.09282342017112861,0.039540804683877565,0.7113734870129366,-0.09927618738238661,-0.41061039562723806
-1.0229447787526138,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,0.078028854650238,-0.43156244688713075,-0.6640428650002181,-0.4072870309999449,0.4299761994794538,-0.1944877097398914,0.09282342017112861,-0.11216677247059569,0.7113734870129366,-0.09927618738238661,-0.41061039562723806
-0.7789538901386942,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6639073135348652,-0.6169020912489793,0.5433271277525737,-1.1905267977589487,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
