e,t,ELR_enc,HLC_enc,Asset_Class_Grouping_enc,Grouping_Full_Name_enc,Engineering_Suffix_enc,System_Asset_Type_enc,EQUIP_CLASS_DESC_enc,weather_station_enc,Sum,Asset_Number,temp_min,temp_max,humidity_min,humidity_max,pressure_min,pressure_max,wind_speed_min,wind_speed_max
0,267.1062032,-1.510926555980453,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,-0.6340791392451385,-0.43156244688713075,-0.6644790626643667,-0.5734022084476174,0.4321987667004934,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
1,0.791435185,-1.510926555980453,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,-0.6340791392451385,-0.43156244688713075,-0.6644775730878244,0.7288755329179444,-2.486031994527134,3.0652765783224774,0.09282342017112861,-0.26387434962506895,-1.386860645571649,-0.09927618738238661,-2.25516844527887
1,40.65693287,-1.510926555980453,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,-0.6340791392451385,-0.43156244688713075,-0.6644775730878244,0.9490936895998058,-1.4236448628692397,-0.8283307657520187,0.09282342017112861,-0.7189970810884887,-0.7412501432379304,-0.09927618738238661,0.511668629198578
1,203.4194444,-1.510926555980453,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,-0.6340791392451385,-0.43156244688713075,-0.6644775730878244,0.182408255225922,0.4988757833317441,-0.8283307657520187,0.09282342017112861,-0.7189970810884887,-0.7412501432379304,-0.09927618738238661,0.511668629198578
0,443.1999532,-1.510926555980453,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,-0.6340791392451385,-0.43156244688713075,-0.6644775730878244,-0.5734022084476174,0.4321987667004934,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
1,178.31805559999995,-1.3889311116734933,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.664410045617905,-0.12209092438356571,-0.30347098346427864,0.7110023702774333,0.09282342017112861,-0.4155819267795422,-0.7412501432379304,-0.09927618738238661,0.511668629198578
0,308.8416199,-1.3889311116734933,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.664410045617905,-0.6169020912489793,0.4566470061319541,-0.10393870173815895,0.09282342017112861,-0.11216677247059569,0.5499708614295069,-0.09927618738238661,0.511668629198578
1,173.95486110000004,-1.3889311116734933,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644097973551479,2.7543388258560433,-0.2590196390434364,-1.0094287817554837,0.09282342017112861,1.1014938447651903,-2.516679024655657,-0.09927618738238661,-0.41061039562723806
0,460.8457865,-1.3889311116734933,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644097973551479,-0.6169020912489793,0.5433271277525737,-1.0094287817554837,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
0,596.3381477,-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644095490923909,-0.6169020912489793,0.4566470061319541,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
1,148.10762730000005,-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644093008296338,0.9137500348237059,0.5433271277525737,-1.1905267977589487,0.09282342017112861,-0.7189970810884887,-0.7412501432379304,-0.09927618738238661,0.511668629198578
0,449.6096754,-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644093008296338,-0.6169020912489793,0.4566470061319541,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,0.5499708614295069,-0.09927618738238661,0.511668629198578
1,5.0,-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644088043041196,0.5793446857882827,-1.1458239602390392,-1.3716248137624136,0.09282342017112861,-0.7189970810884887,-0.5798475176545007,-0.09927618738238661,2.35622667885021
1,5.751770832999999,-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644088043041196,0.5793446857882827,0.5433271277525737,-1.3716248137624136,0.09282342017112861,-0.7189970810884887,-0.5798475176545007,-0.09927618738238661,2.35622667885021
1,275.6777662,-1.2669356673665333,1.2283632727280778,1.3708360551470626,1.2939539491687986,0.9074772134782677,0.8822307367081927,1.1241306635726418,1.5022448424409907,-0.43156244688713075,-0.6644088043041196,-0.12209092438356571,-0.08343682858115763,-0.10393870173815895,0.09282342017112861,-0.4155819267795422,-0.7412501432379304,-0.09927618738238661,0.511668629198578
